feature1	feature2	r	p	p_adjusted
Acetitomaculum	Lactobacillus	0.6035	0.001	0.0018702770780856424
Coprococcus	Lactobacillus	-0.1153	0.1838	0.22064915117219078
Lachnospiraceae_uncl(NK3A20)	Lactobacillus	0.7869	0.001	0.0018702770780856424
Lactobacillus	Pseudobutyrivibrio	0.5394	0.001	0.0018702770780856424
Lactobacillus	Shuttleworthia	0.5985	0.001	0.0018702770780856424
Lactobacillus	Syntrophococcus	0.4074	0.002	0.0034859154929577463
Lactobacillus	Monoglobus	-0.5161	0.001	0.0018702770780856424
Lactobacillus	uncl(NK4A214)	-0.4578	0.001	0.0018702770780856424
Lactobacillus	uncl(UCG-010)	-0.4111	0.001	0.0018702770780856424
Lactobacillus	uncl(Family_XIII_AD3011)	-0.1631	0.0599	0.07970564516129033
Eubacterium_nodatum	Lactobacillus	0.5012	0.001	0.0018702770780856424
Lactobacillus	Succiniclasticum	-0.2055	0.025	0.03576589595375723
Lactobacillus	Selenomonas	0.5378	0.001	0.0018702770780856424
Dialister	Lactobacillus	0.6308	0.001	0.0018702770780856424
Lactobacillus	Megasphaera	0.1922	0.021	0.0304541015625
Lactobacillus	Negativicutes_uncl	-0.5271	0.001	0.0018702770780856424
Candidatus_Saccharimonas	Lactobacillus	-0.4685	0.001	0.0018702770780856424
Lactobacillus	Rhodospirillales_uncl	-0.4336	0.001	0.0018702770780856424
Comamonas	Lactobacillus	-0.3727	0.001	0.0018702770780856424
Lactobacillus	Ruminobacter	0.1262	0.1449	0.17961310517529216
Lactobacillus	Succinivibrio	0.2573	0.012	0.018183673469387755
Acinetobacter	Lactobacillus	-0.3799	0.001	0.0018702770780856424
Lactobacillus	Sphaerochaeta	-0.5016	0.001	0.0018702770780856424
Lactobacillus	Treponema	0.7457	0.001	0.0018702770780856424
Lactobacillus	uncl(WPS-2)	-0.4621	0.001	0.0018702770780856424
Limosilactobacillus	Streptococcus	0.7029	0.001	0.0018702770780856424
Christensenellaceae_uncl(R-7)	Limosilactobacillus	-0.4443	0.001	0.0018702770780856424
Clostridia_uncl(UCG-014)	Limosilactobacillus	-0.4762	0.001	0.0018702770780856424
Clostridia_uncl(vadinBB60)	Limosilactobacillus	-0.6095	0.001	0.0018702770780856424
Limosilactobacillus	Pseudoramibacter	0.5436	0.001	0.0018702770780856424
Acetitomaculum	Limosilactobacillus	0.6397	0.001	0.0018702770780856424
Coprococcus	Limosilactobacillus	-0.0513	0.5514	0.5924956584659914
Lachnospiraceae_uncl(NK3A20)	Limosilactobacillus	0.8128	0.001	0.0018702770780856424
Limosilactobacillus	Pseudobutyrivibrio	0.646	0.001	0.0018702770780856424
Limosilactobacillus	Shuttleworthia	0.7248	0.001	0.0018702770780856424
Limosilactobacillus	Syntrophococcus	0.5434	0.001	0.0018702770780856424
Limosilactobacillus	Monoglobus	-0.6252	0.001	0.0018702770780856424
Limosilactobacillus	uncl(NK4A214)	-0.5468	0.001	0.0018702770780856424
Limosilactobacillus	uncl(UCG-010)	-0.5264	0.001	0.0018702770780856424
Limosilactobacillus	uncl(Family_XIII_AD3011)	-0.2177	0.014	0.02089447236180905
Eubacterium_nodatum	Limosilactobacillus	0.6353	0.001	0.0018702770780856424
Limosilactobacillus	Succiniclasticum	-0.3018	0.004	0.006592674805771366
Limosilactobacillus	Selenomonas	0.6275	0.001	0.0018702770780856424
Dialister	Limosilactobacillus	0.692	0.001	0.0018702770780856424
Limosilactobacillus	Megasphaera	0.1818	0.033	0.046318525519848774
Limosilactobacillus	Negativicutes_uncl	-0.6078	0.001	0.0018702770780856424
Candidatus_Saccharimonas	Limosilactobacillus	-0.5592	0.001	0.0018702770780856424
Limosilactobacillus	Rhodospirillales_uncl	-0.5186	0.001	0.0018702770780856424
Comamonas	Limosilactobacillus	-0.3495	0.001	0.0018702770780856424
Limosilactobacillus	Ruminobacter	0.141	0.0929	0.11933953287197231
Limosilactobacillus	Succinivibrio	0.2983	0.004	0.006592674805771366
Acinetobacter	Limosilactobacillus	-0.2963	0.001	0.0018702770780856424
Limosilactobacillus	Sphaerochaeta	-0.5705	0.001	0.0018702770780856424
Limosilactobacillus	Treponema	0.5832	0.001	0.0018702770780856424
Limosilactobacillus	uncl(WPS-2)	-0.4956	0.001	0.0018702770780856424
Christensenellaceae_uncl(R-7)	Streptococcus	-0.4701	0.001	0.0018702770780856424
Clostridia_uncl(UCG-014)	Streptococcus	-0.4836	0.001	0.0018702770780856424
Clostridia_uncl(vadinBB60)	Streptococcus	-0.4748	0.001	0.0018702770780856424
Pseudoramibacter	Streptococcus	0.519	0.001	0.0018702770780856424
Acetitomaculum	Streptococcus	0.2542	0.014	0.02089447236180905
Coprococcus	Streptococcus	-0.1097	0.2138	0.2519785714285714
Lachnospiraceae_uncl(NK3A20)	Streptococcus	0.5081	0.001	0.0018702770780856424
Pseudobutyrivibrio	Streptococcus	0.477	0.001	0.0018702770780856424
Shuttleworthia	Streptococcus	0.4219	0.001	0.0018702770780856424
Streptococcus	Syntrophococcus	0.379	0.001	0.0018702770780856424
Monoglobus	Streptococcus	-0.3084	0.003	0.005097254004576658
Streptococcus	uncl(NK4A214)	-0.562	0.001	0.0018702770780856424
Streptococcus	uncl(UCG-010)	-0.5441	0.001	0.0018702770780856424
Streptococcus	uncl(Family_XIII_AD3011)	-0.3152	0.005	0.008114754098360656
Eubacterium_nodatum	Streptococcus	0.5026	0.001	0.0018702770780856424
Streptococcus	Succiniclasticum	-0.4509	0.001	0.0018702770780856424
Selenomonas	Streptococcus	0.5042	0.001	0.0018702770780856424
Dialister	Streptococcus	0.6958	0.001	0.0018702770780856424
Megasphaera	Streptococcus	0.1271	0.1538	0.18985286783042393
Negativicutes_uncl	Streptococcus	-0.5041	0.001	0.0018702770780856424
Candidatus_Saccharimonas	Streptococcus	-0.5212	0.001	0.0018702770780856424
Rhodospirillales_uncl	Streptococcus	-0.5451	0.001	0.0018702770780856424
Comamonas	Streptococcus	-0.1958	0.021	0.0304541015625
Ruminobacter	Streptococcus	0.1858	0.043	0.05923469387755101
Streptococcus	Succinivibrio	0.4884	0.001	0.0018702770780856424
Acinetobacter	Streptococcus	-0.1026	0.2408	0.28134382376081823
Sphaerochaeta	Streptococcus	-0.5245	0.001	0.0018702770780856424
Streptococcus	Treponema	0.428	0.001	0.0018702770780856424
Streptococcus	uncl(WPS-2)	-0.3884	0.001	0.0018702770780856424
Christensenellaceae_uncl(R-7)	Clostridia_uncl(UCG-014)	0.6009	0.001	0.0018702770780856424
Christensenellaceae_uncl(R-7)	Clostridia_uncl(vadinBB60)	0.6026	0.001	0.0018702770780856424
Christensenellaceae_uncl(R-7)	Pseudoramibacter	-0.4168	0.001	0.0018702770780856424
Acetitomaculum	Christensenellaceae_uncl(R-7)	-0.2422	0.006	0.00951923076923077
Christensenellaceae_uncl(R-7)	Coprococcus	0.2505	0.006	0.00951923076923077
Christensenellaceae_uncl(R-7)	Lachnospiraceae_uncl(NK3A20)	-0.4382	0.001	0.0018702770780856424
Christensenellaceae_uncl(R-7)	Pseudobutyrivibrio	-0.5467	0.001	0.0018702770780856424
Christensenellaceae_uncl(R-7)	Shuttleworthia	-0.6023	0.001	0.0018702770780856424
Christensenellaceae_uncl(R-7)	Syntrophococcus	-0.3278	0.001	0.0018702770780856424
Christensenellaceae_uncl(R-7)	Monoglobus	0.5482	0.001	0.0018702770780856424
Christensenellaceae_uncl(R-7)	uncl(NK4A214)	0.6713	0.001	0.0018702770780856424
Christensenellaceae_uncl(R-7)	uncl(UCG-010)	0.6522	0.001	0.0018702770780856424
Christensenellaceae_uncl(R-7)	uncl(Family_XIII_AD3011)	0.4799	0.001	0.0018702770780856424
Christensenellaceae_uncl(R-7)	Eubacterium_nodatum	-0.4758	0.001	0.0018702770780856424
Christensenellaceae_uncl(R-7)	Succiniclasticum	0.6702	0.001	0.0018702770780856424
Christensenellaceae_uncl(R-7)	Selenomonas	-0.6914	0.001	0.0018702770780856424
Christensenellaceae_uncl(R-7)	Dialister	-0.5898	0.001	0.0018702770780856424
Christensenellaceae_uncl(R-7)	Megasphaera	-0.2656	0.003	0.005097254004576658
Christensenellaceae_uncl(R-7)	Negativicutes_uncl	0.6488	0.001	0.0018702770780856424
Candidatus_Saccharimonas	Christensenellaceae_uncl(R-7)	0.6703	0.001	0.0018702770780856424
Christensenellaceae_uncl(R-7)	Rhodospirillales_uncl	0.6256	0.001	0.0018702770780856424
Christensenellaceae_uncl(R-7)	Comamonas	0.0741	0.3866	0.4352547384382108
Christensenellaceae_uncl(R-7)	Ruminobacter	0.0598	0.5135	0.5574177631578947
Christensenellaceae_uncl(R-7)	Succinivibrio	-0.2544	0.01	0.015277777777777779
Acinetobacter	Christensenellaceae_uncl(R-7)	0.141	0.1009	0.12861502145922749
Christensenellaceae_uncl(R-7)	Sphaerochaeta	0.5325	0.001	0.0018702770780856424
Christensenellaceae_uncl(R-7)	Treponema	-0.314	0.002	0.0034859154929577463
Christensenellaceae_uncl(R-7)	uncl(WPS-2)	0.507	0.001	0.0018702770780856424
Clostridia_uncl(UCG-014)	Clostridia_uncl(vadinBB60)	0.5855	0.001	0.0018702770780856424
Clostridia_uncl(UCG-014)	Pseudoramibacter	-0.4255	0.001	0.0018702770780856424
Acetitomaculum	Clostridia_uncl(UCG-014)	-0.3992	0.001	0.0018702770780856424
Clostridia_uncl(UCG-014)	Coprococcus	0.0008	0.994	0.9946698113207547
Clostridia_uncl(UCG-014)	Lachnospiraceae_uncl(NK3A20)	-0.4838	0.001	0.0018702770780856424
Clostridia_uncl(UCG-014)	Pseudobutyrivibrio	-0.3587	0.001	0.0018702770780856424
Clostridia_uncl(UCG-014)	Shuttleworthia	-0.5078	0.001	0.0018702770780856424
Clostridia_uncl(UCG-014)	Syntrophococcus	-0.4127	0.001	0.0018702770780856424
Clostridia_uncl(UCG-014)	Monoglobus	0.4116	0.001	0.0018702770780856424
Clostridia_uncl(UCG-014)	uncl(NK4A214)	0.5288	0.001	0.0018702770780856424
Clostridia_uncl(UCG-014)	uncl(UCG-010)	0.6377	0.001	0.0018702770780856424
Clostridia_uncl(UCG-014)	uncl(Family_XIII_AD3011)	0.275	0.001	0.0018702770780856424
Clostridia_uncl(UCG-014)	Eubacterium_nodatum	-0.5407	0.001	0.0018702770780856424
Clostridia_uncl(UCG-014)	Succiniclasticum	0.405	0.001	0.0018702770780856424
Clostridia_uncl(UCG-014)	Selenomonas	-0.3973	0.001	0.0018702770780856424
Clostridia_uncl(UCG-014)	Dialister	-0.5167	0.001	0.0018702770780856424
Clostridia_uncl(UCG-014)	Megasphaera	-0.1171	0.1708	0.20755973813420622
Clostridia_uncl(UCG-014)	Negativicutes_uncl	0.5646	0.001	0.0018702770780856424
Candidatus_Saccharimonas	Clostridia_uncl(UCG-014)	0.4951	0.001	0.0018702770780856424
Clostridia_uncl(UCG-014)	Rhodospirillales_uncl	0.7413	0.001	0.0018702770780856424
Clostridia_uncl(UCG-014)	Comamonas	0.074	0.3427	0.38877731092436973
Clostridia_uncl(UCG-014)	Ruminobacter	0.0843	0.3257	0.3720496153846154
Clostridia_uncl(UCG-014)	Succinivibrio	-0.2963	0.001	0.0018702770780856424
Acinetobacter	Clostridia_uncl(UCG-014)	0.1324	0.1059	0.13452651839178784
Clostridia_uncl(UCG-014)	Sphaerochaeta	0.6176	0.001	0.0018702770780856424
Clostridia_uncl(UCG-014)	Treponema	-0.3593	0.001	0.0018702770780856424
Clostridia_uncl(UCG-014)	uncl(WPS-2)	0.4326	0.001	0.0018702770780856424
Clostridia_uncl(vadinBB60)	Pseudoramibacter	-0.6127	0.001	0.0018702770780856424
Acetitomaculum	Clostridia_uncl(vadinBB60)	-0.5481	0.001	0.0018702770780856424
Clostridia_uncl(vadinBB60)	Coprococcus	-0.082	0.3477	0.393547637195122
Clostridia_uncl(vadinBB60)	Lachnospiraceae_uncl(NK3A20)	-0.575	0.001	0.0018702770780856424
Clostridia_uncl(vadinBB60)	Pseudobutyrivibrio	-0.451	0.001	0.0018702770780856424
Clostridia_uncl(vadinBB60)	Shuttleworthia	-0.5999	0.001	0.0018702770780856424
Clostridia_uncl(vadinBB60)	Syntrophococcus	-0.6565	0.001	0.0018702770780856424
Clostridia_uncl(vadinBB60)	Monoglobus	0.6178	0.001	0.0018702770780856424
Clostridia_uncl(vadinBB60)	uncl(NK4A214)	0.5775	0.001	0.0018702770780856424
Clostridia_uncl(vadinBB60)	uncl(UCG-010)	0.7595	0.001	0.0018702770780856424
Clostridia_uncl(vadinBB60)	uncl(Family_XIII_AD3011)	0.2384	0.011	0.016753846153846154
Clostridia_uncl(vadinBB60)	Eubacterium_nodatum	-0.686	0.001	0.0018702770780856424
Clostridia_uncl(vadinBB60)	Succiniclasticum	0.3906	0.001	0.0018702770780856424
Clostridia_uncl(vadinBB60)	Selenomonas	-0.4876	0.001	0.0018702770780856424
Clostridia_uncl(vadinBB60)	Dialister	-0.7028	0.001	0.0018702770780856424
Clostridia_uncl(vadinBB60)	Megasphaera	-0.149	0.0799	0.10362576419213973
Clostridia_uncl(vadinBB60)	Negativicutes_uncl	0.7127	0.001	0.0018702770780856424
Candidatus_Saccharimonas	Clostridia_uncl(vadinBB60)	0.5397	0.001	0.0018702770780856424
Clostridia_uncl(vadinBB60)	Rhodospirillales_uncl	0.6857	0.001	0.0018702770780856424
Clostridia_uncl(vadinBB60)	Comamonas	0.2528	0.002	0.0034859154929577463
Clostridia_uncl(vadinBB60)	Ruminobacter	0.2089	0.012	0.018183673469387755
Clostridia_uncl(vadinBB60)	Succinivibrio	-0.2344	0.005	0.008114754098360656
Acinetobacter	Clostridia_uncl(vadinBB60)	0.2446	0.004	0.006592674805771366
Clostridia_uncl(vadinBB60)	Sphaerochaeta	0.7168	0.001	0.0018702770780856424
Clostridia_uncl(vadinBB60)	Treponema	-0.2885	0.001	0.0018702770780856424
Clostridia_uncl(vadinBB60)	uncl(WPS-2)	0.5313	0.001	0.0018702770780856424
Acetitomaculum	Pseudoramibacter	0.2585	0.006	0.00951923076923077
Coprococcus	Pseudoramibacter	0.3581	0.001	0.0018702770780856424
Lachnospiraceae_uncl(NK3A20)	Pseudoramibacter	0.3635	0.001	0.0018702770780856424
Pseudobutyrivibrio	Pseudoramibacter	0.2627	0.006	0.00951923076923077
Pseudoramibacter	Shuttleworthia	0.3261	0.001	0.0018702770780856424
Pseudoramibacter	Syntrophococcus	0.6868	0.001	0.0018702770780856424
Monoglobus	Pseudoramibacter	-0.3813	0.001	0.0018702770780856424
Pseudoramibacter	uncl(NK4A214)	-0.3529	0.001	0.0018702770780856424
Pseudoramibacter	uncl(UCG-010)	-0.6626	0.001	0.0018702770780856424
Pseudoramibacter	uncl(Family_XIII_AD3011)	-0.1657	0.0569	0.0759177897574124
Eubacterium_nodatum	Pseudoramibacter	0.7406	0.001	0.0018702770780856424
Pseudoramibacter	Succiniclasticum	-0.3304	0.002	0.0034859154929577463
Pseudoramibacter	Selenomonas	0.2883	0.003	0.005097254004576658
Dialister	Pseudoramibacter	0.6777	0.001	0.0018702770780856424
Megasphaera	Pseudoramibacter	-0.0319	0.6983	0.7349223954642098
Negativicutes_uncl	Pseudoramibacter	-0.513	0.001	0.0018702770780856424
Candidatus_Saccharimonas	Pseudoramibacter	-0.2596	0.002	0.0034859154929577463
Pseudoramibacter	Rhodospirillales_uncl	-0.5489	0.001	0.0018702770780856424
Comamonas	Pseudoramibacter	-0.1926	0.021	0.0304541015625
Pseudoramibacter	Ruminobacter	-0.1995	0.022	0.03171844660194175
Pseudoramibacter	Succinivibrio	0.4296	0.001	0.0018702770780856424
Acinetobacter	Pseudoramibacter	0.0592	0.5125	0.5567392099487929
Pseudoramibacter	Sphaerochaeta	-0.5582	0.001	0.0018702770780856424
Pseudoramibacter	Treponema	0.0942	0.2707	0.3130759345794392
Pseudoramibacter	uncl(WPS-2)	-0.4939	0.001	0.0018702770780856424
Acetitomaculum	Coprococcus	0.116	0.1818	0.21877876823338735
Acetitomaculum	Lachnospiraceae_uncl(NK3A20)	0.6476	0.001	0.0018702770780856424
Acetitomaculum	Pseudobutyrivibrio	0.2851	0.006	0.00951923076923077
Acetitomaculum	Shuttleworthia	0.4818	0.001	0.0018702770780856424
Acetitomaculum	Syntrophococcus	0.5438	0.001	0.0018702770780856424
Acetitomaculum	Monoglobus	-0.3364	0.001	0.0018702770780856424
Acetitomaculum	uncl(NK4A214)	-0.3964	0.001	0.0018702770780856424
Acetitomaculum	uncl(UCG-010)	-0.4356	0.001	0.0018702770780856424
Acetitomaculum	uncl(Family_XIII_AD3011)	-0.102	0.2128	0.25099920571882445
Acetitomaculum	Eubacterium_nodatum	0.5462	0.001	0.0018702770780856424
Acetitomaculum	Succiniclasticum	-0.1496	0.0809	0.10473975588491717
Acetitomaculum	Selenomonas	0.205	0.03	0.0423076923076923
Acetitomaculum	Dialister	0.4641	0.001	0.0018702770780856424
Acetitomaculum	Megasphaera	0.165	0.0549	0.07384646739130435
Acetitomaculum	Negativicutes_uncl	-0.5202	0.001	0.0018702770780856424
Acetitomaculum	Candidatus_Saccharimonas	-0.3569	0.001	0.0018702770780856424
Acetitomaculum	Rhodospirillales_uncl	-0.5423	0.001	0.0018702770780856424
Acetitomaculum	Comamonas	-0.1939	0.026	0.037089337175792506
Acetitomaculum	Ruminobacter	-0.3184	0.003	0.005097254004576658
Acetitomaculum	Succinivibrio	-0.1343	0.1129	0.1428079216354344
Acetitomaculum	Acinetobacter	-0.3082	0.001	0.0018702770780856424
Acetitomaculum	Sphaerochaeta	-0.5835	0.001	0.0018702770780856424
Acetitomaculum	Treponema	0.3235	0.007	0.0109536354056902
Acetitomaculum	uncl(WPS-2)	-0.2811	0.001	0.0018702770780856424
Coprococcus	Lachnospiraceae_uncl(NK3A20)	-0.0632	0.4785	0.527522271714922
Coprococcus	Pseudobutyrivibrio	-0.2167	0.006	0.00951923076923077
Coprococcus	Shuttleworthia	-0.229	0.006	0.00951923076923077
Coprococcus	Syntrophococcus	0.4405	0.001	0.0018702770780856424
Coprococcus	Monoglobus	0.1401	0.1079	0.1365997442455243
Coprococcus	uncl(NK4A214)	0.1345	0.1249	0.1557317380352645
Coprococcus	uncl(UCG-010)	-0.171	0.0549	0.07384646739130435
Coprococcus	uncl(Family_XIII_AD3011)	0.2217	0.009	0.013892931392931391
Coprococcus	Eubacterium_nodatum	0.2927	0.002	0.0034859154929577463
Coprococcus	Succiniclasticum	0.2783	0.004	0.006592674805771366
Coprococcus	Selenomonas	-0.353	0.001	0.0018702770780856424
Coprococcus	Dialister	0.0425	0.6334	0.6718564285714285
Coprococcus	Megasphaera	-0.4186	0.001	0.0018702770780856424
Coprococcus	Negativicutes_uncl	0.0231	0.8072	0.8318473282442749
Candidatus_Saccharimonas	Coprococcus	0.3895	0.001	0.0018702770780856424
Coprococcus	Rhodospirillales_uncl	-0.0528	0.5504	0.5918493845039826
Comamonas	Coprococcus	0.0109	0.9001	0.9117656889495225
Coprococcus	Ruminobacter	-0.2875	0.001	0.0018702770780856424
Coprococcus	Succinivibrio	0.1807	0.038	0.05303571428571428
Acinetobacter	Coprococcus	0.1545	0.0619	0.08199955396966993
Coprococcus	Sphaerochaeta	-0.1482	0.0789	0.1028678665496049
Coprococcus	Treponema	-0.3809	0.001	0.0018702770780856424
Coprococcus	uncl(WPS-2)	0.0547	0.5105	0.5553791208791208
Lachnospiraceae_uncl(NK3A20)	Pseudobutyrivibrio	0.5953	0.001	0.0018702770780856424
Lachnospiraceae_uncl(NK3A20)	Shuttleworthia	0.7408	0.001	0.0018702770780856424
Lachnospiraceae_uncl(NK3A20)	Syntrophococcus	0.5257	0.001	0.0018702770780856424
Lachnospiraceae_uncl(NK3A20)	Monoglobus	-0.5526	0.001	0.0018702770780856424
Lachnospiraceae_uncl(NK3A20)	uncl(NK4A214)	-0.5737	0.001	0.0018702770780856424
Lachnospiraceae_uncl(NK3A20)	uncl(UCG-010)	-0.5426	0.001	0.0018702770780856424
Lachnospiraceae_uncl(NK3A20)	uncl(Family_XIII_AD3011)	-0.3287	0.002	0.0034859154929577463
Eubacterium_nodatum	Lachnospiraceae_uncl(NK3A20)	0.5344	0.001	0.0018702770780856424
Lachnospiraceae_uncl(NK3A20)	Succiniclasticum	-0.2472	0.007	0.0109536354056902
Lachnospiraceae_uncl(NK3A20)	Selenomonas	0.5019	0.001	0.0018702770780856424
Dialister	Lachnospiraceae_uncl(NK3A20)	0.588	0.001	0.0018702770780856424
Lachnospiraceae_uncl(NK3A20)	Megasphaera	0.2371	0.003	0.005097254004576658
Lachnospiraceae_uncl(NK3A20)	Negativicutes_uncl	-0.5731	0.001	0.0018702770780856424
Candidatus_Saccharimonas	Lachnospiraceae_uncl(NK3A20)	-0.5949	0.001	0.0018702770780856424
Lachnospiraceae_uncl(NK3A20)	Rhodospirillales_uncl	-0.5824	0.001	0.0018702770780856424
Comamonas	Lachnospiraceae_uncl(NK3A20)	-0.3204	0.001	0.0018702770780856424
Lachnospiraceae_uncl(NK3A20)	Ruminobacter	0.0686	0.4276	0.4756449438202247
Lachnospiraceae_uncl(NK3A20)	Succinivibrio	0.1696	0.0709	0.09292718446601943
Acinetobacter	Lachnospiraceae_uncl(NK3A20)	-0.3977	0.001	0.0018702770780856424
Lachnospiraceae_uncl(NK3A20)	Sphaerochaeta	-0.4952	0.001	0.0018702770780856424
Lachnospiraceae_uncl(NK3A20)	Treponema	0.6505	0.001	0.0018702770780856424
Lachnospiraceae_uncl(NK3A20)	uncl(WPS-2)	-0.4384	0.001	0.0018702770780856424
Pseudobutyrivibrio	Shuttleworthia	0.5767	0.001	0.0018702770780856424
Pseudobutyrivibrio	Syntrophococcus	0.2163	0.015	0.0223420260782347
Monoglobus	Pseudobutyrivibrio	-0.5051	0.001	0.0018702770780856424
Pseudobutyrivibrio	uncl(NK4A214)	-0.5869	0.001	0.0018702770780856424
Pseudobutyrivibrio	uncl(UCG-010)	-0.4411	0.001	0.0018702770780856424
Pseudobutyrivibrio	uncl(Family_XIII_AD3011)	-0.2095	0.02	0.02914622178606477
Eubacterium_nodatum	Pseudobutyrivibrio	0.3456	0.001	0.0018702770780856424
Pseudobutyrivibrio	Succiniclasticum	-0.3257	0.001	0.0018702770780856424
Pseudobutyrivibrio	Selenomonas	0.5607	0.001	0.0018702770780856424
Dialister	Pseudobutyrivibrio	0.5064	0.001	0.0018702770780856424
Megasphaera	Pseudobutyrivibrio	0.1184	0.1748	0.21172756933115827
Negativicutes_uncl	Pseudobutyrivibrio	-0.4861	0.001	0.0018702770780856424
Candidatus_Saccharimonas	Pseudobutyrivibrio	-0.516	0.001	0.0018702770780856424
Pseudobutyrivibrio	Rhodospirillales_uncl	-0.4022	0.001	0.0018702770780856424
Comamonas	Pseudobutyrivibrio	-0.3778	0.001	0.0018702770780856424
Pseudobutyrivibrio	Ruminobacter	0.3266	0.002	0.0034859154929577463
Pseudobutyrivibrio	Succinivibrio	0.34	0.002	0.0034859154929577463
Acinetobacter	Pseudobutyrivibrio	-0.4282	0.001	0.0018702770780856424
Pseudobutyrivibrio	Sphaerochaeta	-0.4039	0.001	0.0018702770780856424
Pseudobutyrivibrio	Treponema	0.5375	0.001	0.0018702770780856424
Pseudobutyrivibrio	uncl(WPS-2)	-0.3707	0.001	0.0018702770780856424
Shuttleworthia	Syntrophococcus	0.3178	0.004	0.006592674805771366
Monoglobus	Shuttleworthia	-0.6006	0.001	0.0018702770780856424
Shuttleworthia	uncl(NK4A214)	-0.6088	0.001	0.0018702770780856424
Shuttleworthia	uncl(UCG-010)	-0.5749	0.001	0.0018702770780856424
Shuttleworthia	uncl(Family_XIII_AD3011)	-0.3813	0.001	0.0018702770780856424
Eubacterium_nodatum	Shuttleworthia	0.4328	0.001	0.0018702770780856424
Shuttleworthia	Succiniclasticum	-0.4118	0.001	0.0018702770780856424
Selenomonas	Shuttleworthia	0.4892	0.001	0.0018702770780856424
Dialister	Shuttleworthia	0.4714	0.001	0.0018702770780856424
Megasphaera	Shuttleworthia	0.4266	0.001	0.0018702770780856424
Negativicutes_uncl	Shuttleworthia	-0.5966	0.001	0.0018702770780856424
Candidatus_Saccharimonas	Shuttleworthia	-0.6845	0.001	0.0018702770780856424
Rhodospirillales_uncl	Shuttleworthia	-0.5899	0.001	0.0018702770780856424
Comamonas	Shuttleworthia	-0.1485	0.0659	0.086988
Ruminobacter	Shuttleworthia	-0.0639	0.4545	0.5033053691275168
Shuttleworthia	Succinivibrio	0.0498	0.5604	0.6004285714285714
Acinetobacter	Shuttleworthia	-0.2446	0.005	0.008114754098360656
Shuttleworthia	Sphaerochaeta	-0.5195	0.001	0.0018702770780856424
Shuttleworthia	Treponema	0.5591	0.001	0.0018702770780856424
Shuttleworthia	uncl(WPS-2)	-0.5598	0.001	0.0018702770780856424
Monoglobus	Syntrophococcus	-0.3128	0.001	0.0018702770780856424
Syntrophococcus	uncl(NK4A214)	-0.3512	0.001	0.0018702770780856424
Syntrophococcus	uncl(UCG-010)	-0.6421	0.001	0.0018702770780856424
Syntrophococcus	uncl(Family_XIII_AD3011)	-0.1648	0.0559	0.07478513513513513
Eubacterium_nodatum	Syntrophococcus	0.8373	0.001	0.0018702770780856424
Succiniclasticum	Syntrophococcus	-0.1723	0.0649	0.08582056990204809
Selenomonas	Syntrophococcus	0.1739	0.0539	0.07283121019108281
Dialister	Syntrophococcus	0.6568	0.001	0.0018702770780856424
Megasphaera	Syntrophococcus	-0.1068	0.2238	0.26230702446724546
Negativicutes_uncl	Syntrophococcus	-0.5043	0.001	0.0018702770780856424
Candidatus_Saccharimonas	Syntrophococcus	-0.2517	0.003	0.005097254004576658
Rhodospirillales_uncl	Syntrophococcus	-0.5841	0.001	0.0018702770780856424
Comamonas	Syntrophococcus	-0.2223	0.003	0.005097254004576658
Ruminobacter	Syntrophococcus	-0.2858	0.004	0.006592674805771366
Succinivibrio	Syntrophococcus	0.2683	0.012	0.018183673469387755
Acinetobacter	Syntrophococcus	-0.1079	0.1968	0.23492604501607717
Sphaerochaeta	Syntrophococcus	-0.5443	0.001	0.0018702770780856424
Syntrophococcus	Treponema	0.0322	0.6903	0.72805078125
Syntrophococcus	uncl(WPS-2)	-0.2743	0.005	0.008114754098360656
Monoglobus	uncl(NK4A214)	0.5259	0.001	0.0018702770780856424
Monoglobus	uncl(UCG-010)	0.594	0.001	0.0018702770780856424
Monoglobus	uncl(Family_XIII_AD3011)	0.4354	0.001	0.0018702770780856424
Eubacterium_nodatum	Monoglobus	-0.4143	0.001	0.0018702770780856424
Monoglobus	Succiniclasticum	0.5251	0.001	0.0018702770780856424
Monoglobus	Selenomonas	-0.5069	0.001	0.0018702770780856424
Dialister	Monoglobus	-0.3894	0.001	0.0018702770780856424
Megasphaera	Monoglobus	-0.0528	0.5495	0.5913097826086956
Monoglobus	Negativicutes_uncl	0.6039	0.001	0.0018702770780856424
Candidatus_Saccharimonas	Monoglobus	0.5902	0.001	0.0018702770780856424
Monoglobus	Rhodospirillales_uncl	0.4202	0.001	0.0018702770780856424
Comamonas	Monoglobus	0.3091	0.001	0.0018702770780856424
Monoglobus	Ruminobacter	-0.1065	0.2198	0.25863946117274167
Monoglobus	Succinivibrio	-0.1468	0.0999	0.12755932932072228
Acinetobacter	Monoglobus	0.1856	0.026	0.037089337175792506
Monoglobus	Sphaerochaeta	0.4708	0.001	0.0018702770780856424
Monoglobus	Treponema	-0.4017	0.001	0.0018702770780856424
Monoglobus	uncl(WPS-2)	0.5357	0.001	0.0018702770780856424
uncl(NK4A214)	uncl(UCG-010)	0.6181	0.001	0.0018702770780856424
uncl(Family_XIII_AD3011)	uncl(NK4A214)	0.4145	0.001	0.0018702770780856424
Eubacterium_nodatum	uncl(NK4A214)	-0.4577	0.001	0.0018702770780856424
